subject;label;lat;lon;date
http://www.wikidata.org/entity/Q1985934;Battle of Winchelsea;50.874;0.817;29-8-1350
http://www.wikidata.org/entity/Q1987213;Battle of Dyrrhachium;41.3;19.5;18-10-1081
http://www.wikidata.org/entity/Q1988331;Battle of Doiran;41.2147222222;22.7441666667;9-8-1916
http://www.wikidata.org/entity/Q1988630;Battle of Doiran;41.1875;22.7206;22-4-1917
http://www.wikidata.org/entity/Q1988859;Battle of Guillemont;50.0137777778;2.8244444444;3-9-1916
http://www.wikidata.org/entity/Q1989637;Battle of Festubert;50.54388889;2.73611111;27-5-1915
http://www.wikidata.org/entity/Q1989784;Battle of Moreuil Wood;49.7831;2.5;28-7-1914
http://www.wikidata.org/entity/Q1991963;Battle of Corbridge;54.974092;-2.017064;1-1-918
http://www.wikidata.org/entity/Q1992231;Battle of Albert;49.993;2.712;1-7-1916
http://www.wikidata.org/entity/Q19926256;Palmyra offensive;34.56;38.2672222222;13-5-2015
http://www.wikidata.org/entity/Q199371;Battle of Megiddo;32.4;34.883;19-9-1918
http://www.wikidata.org/entity/Q19968351;Battle of Mosega;-26.05;25.6333333333;17-1-1837
http://www.wikidata.org/entity/Q19968374;Battle of Kermt;50.9478;5.2536;8-8-1831
http://www.wikidata.org/entity/Q1998995;Battle of Thiepval Ridge;50.0545277778;2.6883888889;28-7-1914
http://www.wikidata.org/entity/Q1999020;Battle of the Hills;49;4;17-4-1917
http://www.wikidata.org/entity/Q1999889;Battle of Santiago de Cuba;20.0283333333;-75.8205555556;25-4-1898
http://www.wikidata.org/entity/Q2000189;Battle of Glendale;37.43791;-77.23812;12-4-1861
http://www.wikidata.org/entity/Q200032;battle of Manzikert;39.1447222222;42.5391666667;26-8-1071
http://www.wikidata.org/entity/Q200056;Battle of Zama;36.2988888889;9.4491666667;1-1--217
http://www.wikidata.org/entity/Q20011035;Battle of Lake Tunis;36.8166666667;10.25;1-1--148
http://www.wikidata.org/entity/Q2002331;Battle of the Alte Veste;49.45277778;10.96527778;9-9-1632
http://www.wikidata.org/entity/Q2003416;Battle of Portland;50.4;-2.5;28-2-1653
http://www.wikidata.org/entity/Q2003883;Battle of Hancock;39.6957;-78.177;6-1-1862
http://www.wikidata.org/entity/Q2003949;Battle of Le Cateau;50.1042;3.54444;26-8-1914
http://www.wikidata.org/entity/Q2004436;Battle of Vyborg Bay;60.58333333;28.51666667;4-7-1790
http://www.wikidata.org/entity/Q200682;Battle of Queenston Heights;43.16192;-79.05049;13-10-1812
http://www.wikidata.org/entity/Q2007565;Battle of Mons-en-Pévèle;50.4794444444;3.1022222222;18-8-1304
http://www.wikidata.org/entity/Q2008158;Moonsund Landing Operation;58.5;23;29-9-1944
http://www.wikidata.org/entity/Q200855;battle of Vienna;48.2761;16.3333;12-9-1683
http://www.wikidata.org/entity/Q2010256;Battle of South Mills;36.4304;-76.3033;12-4-1861
http://www.wikidata.org/entity/Q2011177;Battle of Kostiuchnówka;51.3544444444;25.7538888889;4-7-1916
http://www.wikidata.org/entity/Q20112888;Battle of Kvam;61.66666667;9.68333333;25-4-1940
http://www.wikidata.org/entity/Q2013252;Battle of White Hall;35.2272;-77.8464;12-4-1861
http://www.wikidata.org/entity/Q201526;Battle of Issus;36.837894;36.211109;31-10--332
http://www.wikidata.org/entity/Q201692;Battle of Poitiers;46.53;0.4;19-9-1356
http://www.wikidata.org/entity/Q2018804;Battle of Mill Springs;37.0562;-84.7383;12-4-1861
http://www.wikidata.org/entity/Q2026080;Operation Faustschlag;49;32;18-2-1918
http://www.wikidata.org/entity/Q2026904;Battle of Tannenberg Line;59.37555556;27.85472222;25-7-1944
http://www.wikidata.org/entity/Q2026919;Battle of Grozny;43.3166666667;45.7;26-11-1994
http://www.wikidata.org/entity/Q203225;Battle of Stamford Bridge;53.989;-0.903;25-9-1066
http://www.wikidata.org/entity/Q203233;Battle of Plassey;23.8;88.25;23-6-1757
http://www.wikidata.org/entity/Q203234;Battle of Épehy;50;3.11667;8-8-1918
http://www.wikidata.org/entity/Q2032592;Battle of Talavera de la Reina;39.9583333333;-4.8327777778;3-9-1936
http://www.wikidata.org/entity/Q2032618;Battle of Hannut;50.6667;5.0833;12-5-1940
http://www.wikidata.org/entity/Q2032681;Battle of Bantam;-6;106.2;27-12-1601
http://www.wikidata.org/entity/Q2032683;Battle of Málaga;36.7167;-4.41667;3-2-1937
http://www.wikidata.org/entity/Q2034641;Battle of Vedrosha;54.81861112;33.47694445;14-7-1500
http://www.wikidata.org/entity/Q2035455;Battle of Kings Mountain;35.11935;-81.39359;7-10-1780
http://www.wikidata.org/entity/Q203681;Battle of Pharsalus;39.3;22.38333333;8-1--48
http://www.wikidata.org/entity/Q203729;Battle of Kadesh;34.555487;36.498028;1-1--4000
http://www.wikidata.org/entity/Q2038907;Battle of Wuhan;30.5667;114.267;27-10-1938
http://www.wikidata.org/entity/Q20431212;;39.7;8.7;1-1-1470
http://www.wikidata.org/entity/Q2043320;Battle of Jackson, Mississippi;32.324;-90.236;14-5-1863
http://www.wikidata.org/entity/Q2043711;Battle of Tampere;61.5;23.75;8-3-1918
http://www.wikidata.org/entity/Q204636;Battle of Plataea;38.24;23.318;1-1--479
http://www.wikidata.org/entity/Q2053030;Battle of Givenchy;50.5294;2.75861;22-12-1914
http://www.wikidata.org/entity/Q2053203;Battle of Milazzo;38.2166666667;15.2333333333;15-10-1718
http://www.wikidata.org/entity/Q205379;Battle of Breitenfeld (1631);51.4;12.33333333;1-1-1618
http://www.wikidata.org/entity/Q205422;Battle of the Little Bighorn;45.565;-107.4288888889;25-6-1876
http://www.wikidata.org/entity/Q205887;Battle of Carrhae;36.866667;39.033333;9-5--52
http://www.wikidata.org/entity/Q2060419;Battle of Brunete;40.4;-3.98333;6-7-1937
http://www.wikidata.org/entity/Q2060704;Battle of Kowel;49.83;24.0141666667;24-7-1916
http://www.wikidata.org/entity/Q2060946;Battle of Mérida;38.9;-6.33333;10-8-1936
http://www.wikidata.org/entity/Q2063236;Majuba Hill;-27.4616;29.8613;27-2-1881
http://www.wikidata.org/entity/Q2063617;Battle of the Gabbard;51.95;1.75;12-6-1653
http://www.wikidata.org/entity/Q2064142;Battle of Halmyros;39.1587;22.8401;23-3-1311
http://www.wikidata.org/entity/Q2064362;Battle of Texel;53.15;4.6;21-8-1673
http://www.wikidata.org/entity/Q2066129;Battle of St. Quentin;49.8486;3.28639;10-8-1557
http://www.wikidata.org/entity/Q2067472;Battle of Tampa;27.9415;-82.4559;30-6-1862
http://www.wikidata.org/entity/Q2068122;Battle of Najaf;32;44.3333333333;20-3-2003
http://www.wikidata.org/entity/Q207165;Battle of the Coral Sea;-16.2666666667;162.3333333333;1-9-1939
http://www.wikidata.org/entity/Q2072080;Battle of San Domingo;18.3;-70.05;6-2-1806
http://www.wikidata.org/entity/Q207250;Battle of Lake Trasimene;43.2025;12.1177777778;1-1--217
http://www.wikidata.org/entity/Q2072513;Battle of Ruvo;41.11666667;16.48333333;23-2-1503
http://www.wikidata.org/entity/Q2074041;Battle of the Basque Roads;46;-1.1917;12-4-1809
http://www.wikidata.org/entity/Q207576;Siege of Vienna;48.2083;16.3731;17-10-1529
http://www.wikidata.org/entity/Q2079873;Battle of Orthez;43.4880555556;-0.7708333333;27-2-1814
http://www.wikidata.org/entity/Q2080325;Siege of Fort William Henry;43.42027778;-73.71111111;3-8-1757
http://www.wikidata.org/entity/Q2080397;Battle of Syracuse;37.0662275;15.2842881;9-11-1710
http://www.wikidata.org/entity/Q2081621;Battle of Vyborg Bay;60.58333333;28.5;1-7-1944
http://www.wikidata.org/entity/Q2081944;Battle of Aqaba;29.5166666667;35;6-7-1917
http://www.wikidata.org/entity/Q2083930;Battle of Nietjärvi;61.615;31.491;15-7-1944
http://www.wikidata.org/entity/Q208529;Battle of Dunkirk;51.0343;2.3768194444;26-5-1940
http://www.wikidata.org/entity/Q2086785;Battle of Bauds;57.649;-2.893;1-1-962
http://www.wikidata.org/entity/Q2089020;Battle of Mecca;21.4225;39.8261111111;10-6-1916
http://www.wikidata.org/entity/Q2090505;Battle of Guttstadt-Deppen;53.98333333;20.4;7-6-1807
http://www.wikidata.org/entity/Q2091661;Battle of Damme;51.3335888889;3.3818138889;31-5-1213
http://www.wikidata.org/entity/Q2092043;Battle of Arques;50.7355555556;2.3025;4-4-1303
http://www.wikidata.org/entity/Q209359;Battle of Vimeiro;39.175;-9.31667;20-8-1808
http://www.wikidata.org/entity/Q2093780;Battle of Skuleni;47.3166666667;27.6333333333;1-1-1821
http://www.wikidata.org/entity/Q2094032;Battle of Damascus;33.5122222222;36.2983333333;29-7-2012
http://www.wikidata.org/entity/Q2095240;Battle of Cornus;40.093333;8.508056;1-1--217
http://www.wikidata.org/entity/Q2095678;Battle of Assaye;20.236;75.887;23-9-1803
http://www.wikidata.org/entity/Q2096337;Battle of Bantry Bay;51.65;-9.71666667;11-5-1689
http://www.wikidata.org/entity/Q2096397;Battles of Latrun;31.83844167;34.98075278;24-5-1948
http://www.wikidata.org/entity/Q209721;Battle of Cabezón;41.7333;-4.64639;12-6-1808
http://www.wikidata.org/entity/Q20984992;;38.8416666667;-0.5197222222;25-7-1836
http://www.wikidata.org/entity/Q2102607;First Battle of Rappahannock Station;38.5272;-77.8302;12-4-1861
http://www.wikidata.org/entity/Q21029691;Battle of Tangier;35.7847222222;-5.8125;4-5-1664
http://www.wikidata.org/entity/Q21030182;Battle of Kunduz;36.7333333333;68.8666666667;24-4-2015
http://www.wikidata.org/entity/Q210354;Battle of Kulikovo;53.6525;38.6535;16-9-1380
http://www.wikidata.org/entity/Q2105475;Battle of Azaz;36.5861111111;37.0447222222;23-7-2012
http://www.wikidata.org/entity/Q2112104;Battle of Staten Island;40.57628056;-74.14483889;22-8-1777
http://www.wikidata.org/entity/Q211219;Battle of Chinsurah;22.9;88.39;25-11-1759
http://www.wikidata.org/entity/Q211220;Battle of Chandannagar;22.855886;88.38;29-8-1756
http://www.wikidata.org/entity/Q2117322;Battle of Yashima;34.35;134.05;22-3-1185
http://www.wikidata.org/entity/Q2119353;Battle of Sena Gallica;43.7166666667;13.2166666667;1-1-535
http://www.wikidata.org/entity/Q212220;Battle of Nicopolis;43.7058333333;24.8958333333;25-9-1396
http://www.wikidata.org/entity/Q2125491;Battle of Front Royal;38.936;-78.1923;12-4-1861
http://www.wikidata.org/entity/Q213074;Battle of the Hydaspes;32.8277777778;73.6388888889;1-5--325
http://www.wikidata.org/entity/Q2132802;Battle of Meridian;32.3654;-88.7043;12-4-1861
http://www.wikidata.org/entity/Q2140288;Battle of Williamsburg;37.2642;-76.6659;5-5-1862
http://www.wikidata.org/entity/Q2153101;Battle of Santa Clara;22.405278;-79.954167;28-12-1958
http://www.wikidata.org/entity/Q2164009;Battle of Lewes;50.8786111111;-0.0138888889;14-5-1264
http://www.wikidata.org/entity/Q2164344;Sand Creek massacre;38.5477083333;-102.50635;29-11-1864
http://www.wikidata.org/entity/Q2164950;Battle of Lens;50.4322;2.83333;20-8-1648
http://www.wikidata.org/entity/Q2166177;Battle of Ulundi;-28.31666667;31.41666667;11-1-1879
http://www.wikidata.org/entity/Q21685887;;33.4166666667;43.3;8-12-2015
http://www.wikidata.org/entity/Q2170921;Battle of Bristoe Station;38.7234;-77.5418;12-4-1861
http://www.wikidata.org/entity/Q2182031;Battle of Siikajoki;64.83333333;24.73333333;21-2-1808
http://www.wikidata.org/entity/Q2185405;Battle of Hatteras Inlet Batteries;35.1864;-75.7645;12-4-1861
http://www.wikidata.org/entity/Q2190013;Battle of Wyoming;41.25;-75.905;3-7-1778
http://www.wikidata.org/entity/Q219697;Batalla De Las Navas de Tolosa;38.28443;-3.58286;16-7-1212
http://www.wikidata.org/entity/Q2204399;Battle of Neville's Cross;54.77599;-1.5971;17-10-1346
http://www.wikidata.org/entity/Q2204664;Battle of Leghorn;43.55;10.3166666667;14-3-1653
http://www.wikidata.org/entity/Q2205730;Battle of Thoroughfare Gap;38.8243;-77.7148;12-4-1861
http://www.wikidata.org/entity/Q22082155;Battle of the Bell islands;47.6328;-52.9658;1-8-1942
http://www.wikidata.org/entity/Q22097614;Battle of Lekkerbeetje;51.66038;5.27044;1-1-1568
http://www.wikidata.org/entity/Q221469;First Battle of Bull Run;38.8147;-77.5227;12-4-1861
http://www.wikidata.org/entity/Q221703;Battle of the Ardennes;50.25;5.6666666667;21-8-1914
http://www.wikidata.org/entity/Q221891;Second Battle of Artois;50.5;2.75;9-5-1915
http://www.wikidata.org/entity/Q221967;Brusilov Offensive;49.83;24.0141666667;4-6-1916
http://www.wikidata.org/entity/Q222013;Battle of Bosworth Field;52.5911111111;-1.4102777778;22-8-1485
http://www.wikidata.org/entity/Q2221265;Battle of Cantigny;49.664;2.491;28-7-1914
http://www.wikidata.org/entity/Q222520;Battle of Bannockburn;56.092;-3.915;1-7-1314
http://www.wikidata.org/entity/Q2234138;Battle of Groningen;53.2186;6.56722;1-9-1939
http://www.wikidata.org/entity/Q2234632;Battle of Rymnik;45.3916666667;27.0611111111;22-9-1789
http://www.wikidata.org/entity/Q223622;Battle of Prague (1757);50.0878114;14.4204598;29-8-1756
http://www.wikidata.org/entity/Q2237017;;48.219;13.4894;30-10-1805
http://www.wikidata.org/entity/Q2237043;Battle of New Market;38.65515;-78.67825;12-4-1861
http://www.wikidata.org/entity/Q2237048;Battle of Ostrach;47.95;9.3833333333;21-3-1799
http://www.wikidata.org/entity/Q2237082;;51.1527777778;14.9872222222;22-5-1813
http://www.wikidata.org/entity/Q2237094;Battle of Ostrołęka;53.0833;21.5833;26-5-1831
http://www.wikidata.org/entity/Q2237111;Battle of Plattsburgh;44.6804;-73.3756;11-9-1814
http://www.wikidata.org/entity/Q2237192;Battle of Moon Sound;58.601348;23.449978;19-10-1917
http://www.wikidata.org/entity/Q2237215;Battle of Rathenow;52.6;12.3333333333;15-6-1675
http://www.wikidata.org/entity/Q2237223;First Battle of Quảng Trị;16.733;106.967;30-3-1972
http://www.wikidata.org/entity/Q2237268;Battle of Umm Qasr;30.0280555556;47.9369444444;20-3-2003
http://www.wikidata.org/entity/Q2237269;Battle of Abbeville;50.1052777778;1.8352777778;4-6-1940
http://www.wikidata.org/entity/Q2237301;;50.687222;7.645556;4-6-1796
http://www.wikidata.org/entity/Q2237467;Battle of Cassel;50.8;2.4872222222;23-8-1328
http://www.wikidata.org/entity/Q2237484;Battle of Ceresole;44.8;7.81666667;11-4-1544
http://www.wikidata.org/entity/Q2237537;Battle of Fallen Timbers;41.5441666667;-83.6975;20-8-1794
http://www.wikidata.org/entity/Q2237589;Battle of Limanowa;49.83;24.0141666667;1-12-1914
http://www.wikidata.org/entity/Q2237614;Battle of Martyropolis;38.1422222222;41.0013888889;1-1-588
http://www.wikidata.org/entity/Q2237629;Battle of Mucellium;43.95;11.3833;1-1-535
http://www.wikidata.org/entity/Q2237649;Battle of Ulaş;45.6613888889;20.7913888889;1-1-1683
http://www.wikidata.org/entity/Q2237737;Battle of Sheikh Sa'ad;33.7;43.5;6-1-1916
http://www.wikidata.org/entity/Q2237798;Battle of Thebes;38.3241666667;23.3236111111;1-12--334
http://www.wikidata.org/entity/Q2238843;Battle of Brustem;50.8016666667;5.2175;28-10-1467
http://www.wikidata.org/entity/Q2243497;Battle of Davis's Cross Roads;34.7557;-85.368;10-9-1863
http://www.wikidata.org/entity/Q2246615;Battle of Brunanburh;53.345069;-3.023987;1-1-937
http://www.wikidata.org/entity/Q2248041;Battle of Casalecchio;44.4833333333;11.2833333333;26-6-1402
http://www.wikidata.org/entity/Q2252463;Battle of Madonna dell'Olmo;44.3833333333;7.55;30-9-1744
http://www.wikidata.org/entity/Q2253305;Battle of Richmond;37.6848;-84.2594;12-4-1861
http://www.wikidata.org/entity/Q2253682;Battle of Tettenhall;52.583333;-2.133333;5-8-910
http://www.wikidata.org/entity/Q2254950;Battle of Chios;38.4;26.0166666667;1-1--200
http://www.wikidata.org/entity/Q2259031;Battle of Cascina;43.68;10.5002777778;28-7-1364
http://www.wikidata.org/entity/Q2264459;Battle of Cerignola;41.26666667;15.9;28-4-1503
http://www.wikidata.org/entity/Q2265211;Battle of Entrames;47.9966666667;-0.7125;26-10-1793
http://www.wikidata.org/entity/Q2265621;Battle of Køge Bay;55.517252;12.30982;1-7-1676
http://www.wikidata.org/entity/Q2265686;Battles of Barfleur and La Hogue;49.67111111;-1.26333333;29-5-1692
http://www.wikidata.org/entity/Q2280582;Battle of Velletri;41.6666666667;12.7833333333;11-8-1744
http://www.wikidata.org/entity/Q2284279;Battle of Fort Pulaski;32.02729;-80.89096;11-4-1862
http://www.wikidata.org/entity/Q2286332;Battle of Oravais;63.28273;22.37503;21-2-1808
http://www.wikidata.org/entity/Q2288966;Battle of Stoczek;51.9666666667;21.9666666667;14-2-1831
http://www.wikidata.org/entity/Q2291971;Battle of Ilerda;41.36666667;-0.5;1-6--48
http://www.wikidata.org/entity/Q2292026;Battle of the Gates of Trajan;42.35611111;23.91833333;17-8-986
http://www.wikidata.org/entity/Q2292185;Battle of Buckland Mills;38.74;-77.81;12-4-1861
http://www.wikidata.org/entity/Q2293850;Battle of Liberty;39.1931;-94.3842;12-4-1861
http://www.wikidata.org/entity/Q2297338;Combat of the Thirty;48;-3;1-1-1341
http://www.wikidata.org/entity/Q2305019;Battle of Curupaity;-27.11305556;-58.57444444;27-12-1864
http://www.wikidata.org/entity/Q2307727;Battle of Saint Charles;34.3715467;-91.126083;12-4-1861
http://www.wikidata.org/entity/Q2309898;Battle of Karánsebes;45.4213888889;22.2219444444;17-9-1788
http://www.wikidata.org/entity/Q2311362;;47.1852777778;-1.8602777778;25-11-1793
http://www.wikidata.org/entity/Q2311390;;26.7;-80.0333333333;10-3-1783
http://www.wikidata.org/entity/Q2311799;Battle of Santander;43.45;-3.8;14-8-1937
http://www.wikidata.org/entity/Q2312517;Battle of San Pietro;44.8;10.3;29-6-1734
http://www.wikidata.org/entity/Q2312936;Battle of Cape Cherchell;36.90694444;2.20333333;7-9-1937
http://www.wikidata.org/entity/Q2313310;Battle of Selma;32.424;-87.0237;12-4-1861
http://www.wikidata.org/entity/Q2330778;Battle of Mantinea;37.6;22.4;1-1--213
http://www.wikidata.org/entity/Q2330975;Siege of Breda;51.56666667;4.8;1-1-1568
http://www.wikidata.org/entity/Q2331555;Battle of Neuve Chapelle;50.8641;2.8956;10-3-1915
http://www.wikidata.org/entity/Q233219;Second Battle of Ypres;50.891;2.979;21-4-1915
http://www.wikidata.org/entity/Q2333407;Battle of Churubusco;19.3555555556;-99.1486111111;20-8-1847
http://www.wikidata.org/entity/Q233343;Second Battle of Bull Run;38.81246;-77.52131;12-4-1861
http://www.wikidata.org/entity/Q233356;Battle of Lacolle Mills;45.067564;-73.343809;30-3-1814
http://www.wikidata.org/entity/Q233360;Second Battle of Corinth;34.97095;-88.52173;12-4-1861
http://www.wikidata.org/entity/Q2333674;Battle of Jonesborough;33.5307;-84.3621;12-4-1861
http://www.wikidata.org/entity/Q233373;Battle of Capua (211 BC);41.1;14.2166666667;1-1--217
http://www.wikidata.org/entity/Q233379;Second Battle of Krithia;40.0788888889;26.2038888889;6-5-1915
http://www.wikidata.org/entity/Q233386;Battle of Herdonia (210 BC);41.3166666667;15.6333333333;1-1--217
http://www.wikidata.org/entity/Q233402;Battle of Nola (215 BC);40.9333333333;14.5333333333;1-1--217
http://www.wikidata.org/entity/Q233417;Battle of the Assunpink Creek;40.22166667;-74.75611111;2-1-1777
http://www.wikidata.org/entity/Q233430;Second Battle of Cape Finisterre;42.88222;-9.404297;25-10-1747
http://www.wikidata.org/entity/Q2334874;Battle of Tranter's Creek;35.6186;-77.1431;12-4-1861
http://www.wikidata.org/entity/Q233568;Battle of Hattin;32.8036111111;35.4444444444;4-7-1187
http://www.wikidata.org/entity/Q2337526;First Battle of the Aisne;49.4333333333;3.6666666667;13-9-1914
http://www.wikidata.org/entity/Q2337604;Battle of Hill 70;50.45555556;2.81902778;15-8-1917
http://www.wikidata.org/entity/Q234188;Battle of Sekigahara;35.3666666667;136.4666666667;21-10-1600
http://www.wikidata.org/entity/Q2342758;Battle of the Chernaya;44.4666666667;33.85;16-8-1855
http://www.wikidata.org/entity/Q2342985;Battle of Ponte Novu;42.485;9.28;9-5-1769
http://www.wikidata.org/entity/Q2344279;Battle of Leros;37.13194444;26.85277778;26-9-1943
http://www.wikidata.org/entity/Q2346041;Battle of Fort Beauséjour;45.86550833;-64.29079167;16-6-1755
http://www.wikidata.org/entity/Q2347053;Battle of Callinicus;39.632098;22.419935;1-1--170
http://www.wikidata.org/entity/Q2351517;Battle of Lanckorona;49.845698;19.715431;23-5-1771
http://www.wikidata.org/entity/Q235344;Battle of the Alamola;29.4255555556;-98.4861111111;23-2-1836
http://www.wikidata.org/entity/Q2354105;Siege of Danzig;54.3666666667;18.6333333333;22-2-1734
http://www.wikidata.org/entity/Q2354422;Battle of the Dalmatian channels;43.05694444;16.85638889;14-11-1991
http://www.wikidata.org/entity/Q2354840;Battle of Ilomantsi;62.718;31.526;26-7-1944
http://www.wikidata.org/entity/Q2355732;Battle of Santa Rosa Island;30.3242;-87.2817;9-10-1861
http://www.wikidata.org/entity/Q2363420;2011 southern Israel cross-border attacks;29.5857;34.8813777778;18-8-2011
http://www.wikidata.org/entity/Q2363492;Battle of El Guettar;34.3372222222;8.9527777778;23-3-1943
http://www.wikidata.org/entity/Q2363999;Battle of Fort Blair;37.0308;-94.735;12-4-1861
http://www.wikidata.org/entity/Q2364944;Battle of Cherbourg;49.7525;-1.695;12-4-1861
http://www.wikidata.org/entity/Q2366517;;46.6486111111;-0.2477777778;25-6-1793
http://www.wikidata.org/entity/Q2368123;Battle of Pinkie Cleugh;55.933;-3.023;20-9-1547
http://www.wikidata.org/entity/Q2371769;Battle of El Agheila;30.2667;19.2;11-12-1942
http://www.wikidata.org/entity/Q2373632;First Battle of Sabine Pass;29.7359;-93.8711;12-4-1861
http://www.wikidata.org/entity/Q2374330;Battle of Atlanta;33.7459;-84.3488;22-7-1864
http://www.wikidata.org/entity/Q2375910;Battle of Fougères;48.3525;-1.1986111111;3-11-1793
http://www.wikidata.org/entity/Q2386251;Battle on the Zuiderzee;52.83333333;5.33333333;11-10-1573
http://www.wikidata.org/entity/Q2387020;Battle of Sarandí;-33.5012804;-56.2425101;10-12-1825
http://www.wikidata.org/entity/Q2387677;Siege of Calais;50.9475;1.8555555556;1-6-1436
http://www.wikidata.org/entity/Q2388708;Battle of Salé;34.05;-6.816667;1-9-1260
http://www.wikidata.org/entity/Q2391801;Battle of Fort Duquesne;40.44162778;-80.01094444;13-9-1758
http://www.wikidata.org/entity/Q239255;Battle of Arras;50.2897222222;2.7808333333;9-4-1917
http://www.wikidata.org/entity/Q2392704;Battle of Corydon;38.199;-86.129;9-7-1863
http://www.wikidata.org/entity/Q2394918;Battle of Callao;-12.0477777778;-77.1536111111;2-5-1866
http://www.wikidata.org/entity/Q2399696;Battle of Contreras;19.4194444444;-99.1455555556;20-8-1847
http://www.wikidata.org/entity/Q2400227;;50.9863888889;2.1275;8-8-1588
http://www.wikidata.org/entity/Q2406754;Battle of Truillas;42.6125;2.80917;22-9-1793
http://www.wikidata.org/entity/Q2408305;;47.6686111111;-2.9813888889;21-6-1815
http://www.wikidata.org/entity/Q2408799;Battle of the Misrata frontline;32.3666666667;15.0833333333;16-5-2011
http://www.wikidata.org/entity/Q2408921;Battle of Arques;49.8808333333;1.1258333333;29-9-1589
http://www.wikidata.org/entity/Q241108;Battle of Friedland;54.45;21.0166666667;14-6-1807
http://www.wikidata.org/entity/Q2416094;Battle of Utica;37.05794444;10.06259722;8-1--48
http://www.wikidata.org/entity/Q2420736;Battle of Chantilly;38.86451;-77.36949;12-4-1861
http://www.wikidata.org/entity/Q2420811;Battle of Mount Tabor;32.61244722;35.326625;16-4-1799
http://www.wikidata.org/entity/Q2421665;;-25.9;28.15;12-2-1881
http://www.wikidata.org/entity/Q2425434;Battle of Longue-Pointe;45.562611;-73.530806;19-4-1775
http://www.wikidata.org/entity/Q2426213;Battle of Roan's Tan Yard;39.3246;-92.5584;12-4-1861
http://www.wikidata.org/entity/Q2426368;Battle of Bardia;31.76666667;25.1;1-9-1939
http://www.wikidata.org/entity/Q242644;Battle of Caporetto;46.2144444444;13.6425;24-10-1917
http://www.wikidata.org/entity/Q2427013;Battle of Tudela;42.054925;-1.6163305556;23-11-1808
http://www.wikidata.org/entity/Q2427731;Battle of Örlygsstaðir;65.501;-19.282;21-8-1238
http://www.wikidata.org/entity/Q2428651;;50.829;3.276;12-9-1015
http://www.wikidata.org/entity/Q2431866;Battle of Zierikzee;51.64972222;3.91638889;11-8-1304
http://www.wikidata.org/entity/Q243640;Second Battle of Sabine Pass;29.7205138889;-93.8707472222;12-4-1861
http://www.wikidata.org/entity/Q2439284;Battle of Leuven;50.8666666667;4.7;12-8-1831
http://www.wikidata.org/entity/Q243979;Battle of the Nile;31.3333333333;30.1166666667;1-8-1798
http://www.wikidata.org/entity/Q244356;Battle of Ain Jalut;32.5964;35.2417;3-9-1260
http://www.wikidata.org/entity/Q2444672;Battle of Lutterberg;51.35;9.59972222;23-7-1762
http://www.wikidata.org/entity/Q2445761;Battle of Saucourt-en-Vimeu;50.1052777778;1.8352777778;3-8-881
http://www.wikidata.org/entity/Q2446643;Battle of Raate Road;64.84813611;29.32645833;30-11-1939
http://www.wikidata.org/entity/Q2448616;Battle of Dobrich;43.5666666667;27.8333333333;5-9-1916
http://www.wikidata.org/entity/Q2449358;Battle of Fort Necessity;39.81413889;-79.58710556;3-7-1754
http://www.wikidata.org/entity/Q2450584;Battle of Flirey;48.8764;5.84833;19-9-1914
http://www.wikidata.org/entity/Q2450777;Battle of the Nek;40.2414;26.288385;25-4-1915
http://www.wikidata.org/entity/Q2451530;Battle of Mojkovac;42.96;19.58;6-1-1916
http://www.wikidata.org/entity/Q2451867;Battle of Boonville;38.9765;-92.743;17-6-1861
http://www.wikidata.org/entity/Q2453661;Battle of Horodok;49.7833333333;23.65;29-9-1655
http://www.wikidata.org/entity/Q2455332;Battle of Ginchy;50.0226666667;2.8324444444;28-7-1914
http://www.wikidata.org/entity/Q2457256;Battle of Orleans;47.9022222222;1.9041666667;1-1-463
http://www.wikidata.org/entity/Q245773;Battle of Alba de Tormes;40.83333333;-5.5;28-11-1809
http://www.wikidata.org/entity/Q2457962;Battle of Devil's Backbone;35.1785;-94.3106;12-4-1861
http://www.wikidata.org/entity/Q245811;Battle of Chemnitz;50.8333333333;12.9166666667;14-4-1639
http://www.wikidata.org/entity/Q245890;Battle of Heilbronn;49.15;9.2166666667;1-9-1939
http://www.wikidata.org/entity/Q245898;Battle of Frankfurt;50.1136111111;8.6797222222;1-9-1939
http://www.wikidata.org/entity/Q246200;Battle of Medina de Rioseco;41.8941666667;-4.9936111111;14-7-1808
http://www.wikidata.org/entity/Q2462283;Third Battle of the Aisne;49.3833333333;3.7333333333;27-5-1918
http://www.wikidata.org/entity/Q246553;Battle of Nuremberg;49.4527777778;11.0777777778;1-9-1939
http://www.wikidata.org/entity/Q2467678;Battle of Bolimów;52.0764;20.1631;28-7-1914
http://www.wikidata.org/entity/Q2469718;Battle of Gainesville;29.65199444;-82.32506667;17-8-1864
http://www.wikidata.org/entity/Q247253;Battle of Khe Sanh;16.6554444444;106.7285833333;21-1-1968
http://www.wikidata.org/entity/Q2473448;Battle of Lissa;43.08916667;16.17166667;13-3-1811
http://www.wikidata.org/entity/Q247395;Battle of Hamburger Hill;16.2530555556;107.1747222222;10-5-1969
http://www.wikidata.org/entity/Q2477582;Battle of Francavilla;37.9;15.1333333333;20-6-1719
http://www.wikidata.org/entity/Q2478491;Battle of Messana;38.18;15.5613888889;1-1--264
